"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"222","@AlviroPatterson @WisdenCricket So you agree that Ashwins mankad was an excellent piece of work aswell?",FALSE,0,"AlviroPatterson",2019-05-03 16:58:58,FALSE,"1124338507072385024","1124357693450412032","79315763","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tom5ports",0,FALSE,FALSE,NA,NA
"223","@lynchja73 @WisdenCricket @bloodandmud Do you agree with mankad?",FALSE,0,"lynchja73",2019-05-03 16:58:01,FALSE,"1124312106810138624","1124357453112664067","178693469","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tom5ports",0,FALSE,FALSE,NA,NA
"224","RT @TheSharpeEnd: After all of England’s moaning about Ashwin’s mankad, fully expect Eoin Morgan and co. to come out and hammer Foakes for…",FALSE,0,NA,2019-05-03 16:57:06,FALSE,NA,"1124357222702694402",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HomerOpines",93,TRUE,FALSE,NA,NA
"225","@jackbyrne91 @WisdenCricket Do you agree with the mankad then?",FALSE,1,"jackbyrne91",2019-05-03 16:57:05,FALSE,"1124309367719911424","1124357221452742657","251797467","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tom5ports",0,FALSE,FALSE,NA,NA
"226","@WoodhallSpaCC @WisdenCricket Agree with Mankad?",FALSE,2,"WoodhallSpaCC",2019-05-03 16:56:44,FALSE,"1124310122153545728","1124357130604240897","509413616","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tom5ports",0,FALSE,FALSE,NA,NA
"227","RT @ItsSteo: @WisdenCricket Both to be honest and if was against one of the bigger teams there’s probably be uproar. No real difference in…",FALSE,0,NA,2019-05-03 16:56:24,FALSE,NA,"1124357050195161089",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tom5ports",1,TRUE,FALSE,NA,NA
"228","@WisdenCricket Significantly worse than a mankad.",FALSE,1,"WisdenCricket",2019-05-03 16:53:19,FALSE,"1124308927942938624","1124356272852230154","76970560","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rakmasterg",1,FALSE,FALSE,NA,NA
"229","@alexquantock @SkyCricket OK, let's accept that. 

In a Mankad the batsman leaves his ground before the ball is bow… https://t.co/7llkvR5OgP",FALSE,0,"alexquantock",2019-05-03 16:44:27,TRUE,"1124352253979189250","1124354040865931264","2227354697","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LLBoban",0,FALSE,FALSE,NA,NA
"230","@SportsPaulH @DaveSmy57383626 Hi Paul
I hope you will be going after Ben Foakes with the same attitude you did with… https://t.co/SpIhFUrP7m",FALSE,0,"SportsPaulH",2019-05-03 16:43:50,TRUE,"1110484062140071936","1124353887278964736","75772415","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tom5ports",0,FALSE,FALSE,NA,NA
"231","@descampbell3d @crickshouts @root66 How you feeling about Foakes stumping Des? Same as Ashwins mankad?",FALSE,0,"descampbell3d",2019-05-03 16:41:32,FALSE,"1112283361081507840","1124353308112621569","552030416","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tom5ports",0,FALSE,FALSE,NA,NA
"232","@Jindoflix @bbctms @balbo90 @joed1986 If you dont agree with the Mankad, then you should not be congratulating this… https://t.co/2rcQdVFIn4",FALSE,0,"Jindoflix",2019-05-03 16:39:21,TRUE,"1124307255762071559","1124352755894751232","607874288","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tom5ports",0,FALSE,FALSE,NA,NA
"233","RT @TheSharpeEnd: After all of England’s moaning about Ashwin’s mankad, fully expect Eoin Morgan and co. to come out and hammer Foakes for…",FALSE,0,NA,2019-05-03 16:38:29,FALSE,NA,"1124352538319265793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SarcasmChamp",93,TRUE,FALSE,NA,NA
"234","RT @TheSharpeEnd: After all of England’s moaning about Ashwin’s mankad, fully expect Eoin Morgan and co. to come out and hammer Foakes for…",FALSE,0,NA,2019-05-03 16:36:44,FALSE,NA,"1124352100060749824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Arunrao_",93,TRUE,FALSE,NA,NA
"235","Anyone comparing the Ashwin mankad with the Foakes stumping is absolutely mental",FALSE,2,NA,2019-05-03 16:34:47,FALSE,NA,"1124351607976624128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Carrassss",0,FALSE,FALSE,NA,NA
"236","@alexquantock @SkyCricket Agreed. 

A Mankad victim is gaining an unfair advantage by leaving their crease early. B… https://t.co/c3cvezMM3R",FALSE,0,"alexquantock",2019-05-03 16:33:53,TRUE,"1124315609842339840","1124351381392039937","2227354697","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LLBoban",0,FALSE,FALSE,NA,NA
"237","RT @TheSharpeEnd: After all of England’s moaning about Ashwin’s mankad, fully expect Eoin Morgan and co. to come out and hammer Foakes for…",FALSE,0,NA,2019-05-03 16:33:36,FALSE,NA,"1124351310927503360",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","avantikatikmany",93,TRUE,FALSE,NA,NA
"238","RT @TheSharpeEnd: After all of England’s moaning about Ashwin’s mankad, fully expect Eoin Morgan and co. to come out and hammer Foakes for…",FALSE,0,NA,2019-05-03 16:29:11,FALSE,NA,"1124350200124821504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","damandeep__",93,TRUE,FALSE,NA,NA
"239","RT @TheSharpeEnd: After all of England’s moaning about Ashwin’s mankad, fully expect Eoin Morgan and co. to come out and hammer Foakes for…",FALSE,0,NA,2019-05-03 16:24:19,FALSE,NA,"1124348973936865280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aaditsaluja",93,TRUE,FALSE,NA,NA
"240","RT @TheSharpeEnd: After all of England’s moaning about Ashwin’s mankad, fully expect Eoin Morgan and co. to come out and hammer Foakes for…",FALSE,0,NA,2019-05-03 16:23:15,FALSE,NA,"1124348707338514432",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","punyhumanlol",93,TRUE,FALSE,NA,NA
"241","RT @TheSharpeEnd: After all of England’s moaning about Ashwin’s mankad, fully expect Eoin Morgan and co. to come out and hammer Foakes for…",FALSE,0,NA,2019-05-03 16:22:47,FALSE,NA,"1124348588950077446",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","basuscion",93,TRUE,FALSE,NA,NA
"242","RT @TheSharpeEnd: After all of England’s moaning about Ashwin’s mankad, fully expect Eoin Morgan and co. to come out and hammer Foakes for…",FALSE,0,NA,2019-05-03 16:22:31,FALSE,NA,"1124348522109628416",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MadMart05",93,TRUE,FALSE,NA,NA
"243","RT @TheSharpeEnd: After all of England’s moaning about Ashwin’s mankad, fully expect Eoin Morgan and co. to come out and hammer Foakes for…",FALSE,0,NA,2019-05-03 16:21:49,FALSE,NA,"1124348343545729026",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","absycric",93,TRUE,FALSE,NA,NA
"244","@SirJadeja Don't use work mankading. Use run out. Mankad family doesn't like this name. (via Harsha Bhogle)",FALSE,2,"SirJadeja",2019-05-03 16:11:12,FALSE,"1124344982012194818","1124345674705670146","1102984189","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","amanjain_101",0,FALSE,FALSE,NA,NA
"245","@izzywestbury Disagree. This is not a Mankad! He overbalanced. Perfectly right by Foakes.",FALSE,1,"izzywestbury",2019-05-03 16:04:51,FALSE,"1124319731312398337","1124344075279269888","307540110","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","nigelblueprint",0,FALSE,FALSE,NA,NA
"246","Not a fan of this - what's the difference between this and a mankad? Both waiting for batsmen to leave the crease,… https://t.co/QnSlkoINJy",FALSE,2,NA,2019-05-03 16:04:45,TRUE,NA,"1124344051946414081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HenryWAClark",1,FALSE,FALSE,NA,NA
"247","See @ashwinravi99 a proper bowler doesn't need Mankad to get a wicket. Cry.",FALSE,0,NA,2019-05-03 16:03:19,FALSE,NA,"1124343689390616576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DevilishRedMo",0,FALSE,FALSE,NA,NA
"248","@rjnixon1 @BumbleCricket Huge difference is with Mankad a shin hadn't bowled the ball so in effect the ball wasn't… https://t.co/4XAXx979HQ",FALSE,0,"rjnixon1",2019-05-03 15:57:25,TRUE,"1124327875048558594","1124342202984013824","289165776","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ProudDad67",0,FALSE,FALSE,NA,NA
"249","New term for Mankad in Keeping. He is being Foakesd<U+0001F602><U+0001F602><U+0001F602> #ENGvIRE https://t.co/9yJIyG2UQr",FALSE,0,NA,2019-05-03 15:56:14,FALSE,NA,"1124341907868590081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sunitpurandare",0,FALSE,FALSE,NA,NA
"250","@NickMiller79 @izzywestbury Funny you should say that... ricclet3 executed a perfect Mankad run out in his first u1… https://t.co/1Mjao2Et2H",FALSE,0,"NickMiller79",2019-05-03 15:54:55,TRUE,"1124322968816029696","1124341575268618240","171247989","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UBFriccardo",0,FALSE,FALSE,NA,NA
"251","That's the first time I've heard the Paul Stirling jingle in its entirety, and it's glorious. Definitely up there a… https://t.co/IuR07904lR",FALSE,1,NA,2019-05-03 15:43:36,TRUE,NA,"1124338728070070272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kunal_jt",0,FALSE,FALSE,NA,NA
"252","@cricketmaan1 @izzywestbury @KevinHandBBC The point I'm making is this Ian sneaky. The ball has transferred to the… https://t.co/LTsHNzZ4mT",FALSE,0,"cricketmaan1",2019-05-03 15:42:55,TRUE,"1124336896069574656","1124338556577693696","1079342607053062145","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bezzo69",0,FALSE,FALSE,NA,NA
"253","@L_EToffee @rickeyrecricket These commentators including the Irish one seems to be happy with the stumping.  Well,… https://t.co/oXVaQgC6CB",FALSE,0,"L_EToffee",2019-05-03 15:37:01,TRUE,"1124336444133265408","1124337071030771715","581900463","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BackOnYourTL",0,FALSE,FALSE,NA,NA
